date,close,high,low,open,5EMA,20EMA,longorshort
3/22/02,1.720714,1.754286,1.705,1.73,1.745973397,1.734980605,Long
3/25/02,1.667857,1.720714,1.66,1.719286,1.719934598,1.728587881,Short
3/26/02,1.675714,1.688571,1.642857,1.657143,1.705194399,1.723552273,Short
3/27/02,1.676429,1.694286,1.661429,1.667857,1.695605933,1.719064342,Short
3/28/02,1.690714,1.705714,1.675714,1.692857,1.693975288,1.71636431,Short
4/1/02,1.747143,1.764286,1.662857,1.67,1.711697859,1.719295613,Short
4/2/02,1.719286,1.735714,1.705,1.714286,1.714227239,1.719294698,Short
4/3/02,1.696429,1.749286,1.685714,1.717857,1.708294493,1.717117012,Short
4/4/02,1.778571,1.789286,1.690714,1.690714,1.731719995,1.722969773,Long
4/5/02,1.767143,1.799286,1.721429,1.782143,1.743527663,1.727176747,Long
4/8/02,1.754286,1.762857,1.698571,1.725714,1.747113776,1.729758581,Long
4/9/02,1.721429,1.785714,1.715,1.756429,1.738552184,1.728965287,Long
4/10/02,1.761429,1.782143,1.715,1.729286,1.746177789,1.732057069,Long
4/11/02,1.775714,1.8,1.767857,1.787857,1.756023193,1.736214872,Long
4/12/02,1.79,1.797857,1.755,1.786429,1.767348795,1.741337265,Long
4/15/02,1.785714,1.796429,1.771429,1.79,1.77347053,1.745563621,Long
4/16/02,1.838571,1.856429,1.794286,1.796429,1.795170687,1.754421467,Long
4/17/02,1.865,1.869286,1.812857,1.852143,1.818447125,1.764952756,Long
4/18/02,1.815,1.822857,1.777143,1.821429,1.817298083,1.76971916,Long
4/19/02,1.784286,1.820714,1.780714,1.820714,1.806294055,1.771106478,Long
4/22/02,1.752143,1.780714,1.730714,1.774286,1.788243704,1.769300432,Long
4/23/02,1.732143,1.77,1.720714,1.752857,1.769543469,1.765761629,Long
4/24/02,1.697857,1.75,1.691429,1.735714,1.745647979,1.759294522,Short
4/25/02,1.722857,1.738571,1.682143,1.682857,1.738050986,1.755824282,Short
4/26/02,1.643571,1.740714,1.642857,1.734286,1.706557657,1.745133493,Short
4/29/02,1.711429,1.718571,1.649286,1.654286,1.708181438,1.741923541,Short
4/30/02,1.733571,1.741429,1.696429,1.706429,1.716644626,1.741128061,Short
5/1/02,1.712857,1.735,1.668571,1.735,1.715382084,1.738435579,Short
5/2/02,1.692143,1.738571,1.685714,1.700714,1.707635722,1.734026762,Short
5/3/02,1.679286,1.715714,1.673571,1.683571,1.698185815,1.728813356,Short
5/6/02,1.617857,1.678571,1.604286,1.667857,1.671409543,1.718246084,Short
5/7/02,1.605,1.639286,1.581429,1.638571,1.649273029,1.707460743,Short
5/8/02,1.740714,1.751429,1.645714,1.657143,1.679753353,1.71062772,Short
5/9/02,1.727857,1.739286,1.7,1.732143,1.695787902,1.712268603,Short
5/10/02,1.665714,1.735,1.641429,1.735,1.685763268,1.707834832,Short
5/13/02,1.71,1.720714,1.638571,1.68,1.693842179,1.708041038,Short
5/14/02,1.829286,1.834286,1.73,1.746429,1.738990119,1.719588177,Long
5/15/02,1.805714,1.855714,1.774286,1.812143,1.761231413,1.727790637,Long
5/16/02,1.800714,1.817857,1.767857,1.79,1.774392275,1.734735719,Long
5/17/02,1.786429,1.841429,1.757857,1.820714,1.778404517,1.739658889,Long
5/20/02,1.767143,1.780714,1.752143,1.755,1.774650678,1.742276423,Long
5/21/02,1.675714,1.785714,1.671429,1.773571,1.741671785,1.735937145,Long
5/22/02,1.737143,1.740714,1.665714,1.669286,1.74016219,1.736051988,Long
5/23/02,1.798571,1.802857,1.719286,1.746429,1.759631793,1.74200618,Long
5/24/02,1.725,1.785,1.711429,1.785,1.748087862,1.740386543,Long
5/28/02,1.712857,1.728571,1.673571,1.692143,1.736344242,1.737764682,Short
5/29/02,1.712857,1.745714,1.675,1.708571,1.728515161,1.735392522,Short
5/30/02,1.728571,1.741429,1.679286,1.697857,1.728533774,1.734742853,Short
5/31/02,1.664286,1.732143,1.662857,1.720714,1.707117849,1.728032677,Short
6/3/02,1.636429,1.675,1.612857,1.670714,1.6835549,1.719308517,Short
6/4/02,1.627143,1.645714,1.584286,1.634286,1.664750933,1.710530849,Short
6/5/02,1.622857,1.630714,1.596429,1.630714,1.650786289,1.702180958,Short
6/6/02,1.582857,1.659286,1.574286,1.64,1.628143192,1.690816772,Short
6/7/02,1.528571,1.567143,1.495,1.554286,1.594952462,1.675364794,Short
6/10/02,1.534286,1.56,1.524286,1.534286,1.574730308,1.661928718,Short
6/11/02,1.461429,1.55,1.457857,1.545714,1.536963205,1.642833507,Short
6/12/02,1.435,1.482143,1.424286,1.457857,1.50297547,1.623039839,Short
6/13/02,1.395714,1.432143,1.384286,1.43,1.467221647,1.60138976,Short
6/14/02,1.435714,1.454286,1.293571,1.374286,1.456719098,1.585611116,Short
6/17/02,1.467143,1.473571,1.417857,1.445714,1.460193732,1.574328438,Short
6/18/02,1.439286,1.470714,1.427143,1.458571,1.453224488,1.561467253,Short
6/19/02,1.222857,1.257143,1.205714,1.240714,1.376435325,1.529218658,Short
6/20/02,1.222143,1.257143,1.203571,1.226429,1.32500455,1.499973357,Short
6/21/02,1.203571,1.249286,1.199286,1.212143,1.2845267,1.471744561,Short
6/24/02,1.233571,1.266429,1.192857,1.197857,1.267541467,1.449061365,Short
6/25/02,1.224286,1.262857,1.204286,1.242857,1.253122978,1.427654187,Short
6/26/02,1.182143,1.235,1.141429,1.2,1.229462985,1.404272169,Short
6/27/02,1.218571,1.233571,1.172857,1.199286,1.225832323,1.386586344,Short
6/28/02,1.265714,1.272857,1.214286,1.221429,1.239126216,1.375074692,Short
7/1/02,1.218571,1.277143,1.217857,1.265,1.232274477,1.360169579,Short
7/2/02,1.21,1.225714,1.202143,1.216429,1.224849651,1.345867714,Short
7/3/02,1.253571,1.262857,1.196429,1.200714,1.234423434,1.337077551,Short
7/5/02,1.338571,1.339286,1.265,1.265,1.26913929,1.337219784,Short
7/8/02,1.286429,1.329286,1.262857,1.322857,1.274902526,1.332382566,Short
7/9/02,1.252143,1.306429,1.247143,1.292143,1.267316018,1.324740703,Short
7/10/02,1.237143,1.297857,1.232143,1.265,1.257258345,1.316398065,Short
7/11/02,1.307143,1.310714,1.212143,1.232857,1.273886563,1.31551663,Short
7/12/02,1.250714,1.342143,1.232857,1.325,1.266162376,1.309344951,Short
7/15/02,1.302143,1.328571,1.200714,1.245,1.278155917,1.308659051,Short
7/16/02,1.275714,1.326429,1.257857,1.296429,1.277341945,1.305521427,Short
7/17/02,1.116429,1.157143,1.085,1.152143,1.223704296,1.287512624,Short
7/18/02,1.070714,1.111429,1.053571,1.107143,1.172707531,1.266865136,Short
7/19/02,1.068571,1.083571,1.037857,1.05,1.137995354,1.24797998,Short
7/22/02,1.065714,1.085,1.043571,1.053571,1.113901569,1.230621316,Short
7/23/02,1.033571,1.080714,1.031429,1.064286,1.087124713,1.211854619,Short
7/24/02,1.085714,1.087143,1.017857,1.023571,1.086654475,1.199841227,Short
7/25/02,1.025714,1.067857,1.000714,1.066429,1.066340984,1.183257681,Short
7/26/02,1.024286,1.037857,0.985714,1.032857,1.052322656,1.168117521,Short
7/29/02,1.072857,1.078571,1.026429,1.034286,1.059167437,1.159045091,Short
7/30/02,1.102143,1.107857,1.04,1.060714,1.073492625,1.153625844,Short
7/31/02,1.09,1.101429,1.064286,1.1,1.078995083,1.14756624,Short
8/1/02,1.057143,1.101429,1.052143,1.079286,1.071711055,1.138954503,Short
8/2/02,1.032143,1.071429,1.017857,1.052857,1.058521704,1.128781978,Short
8/5/02,0.999286,1.05,0.997857,1.036429,1.038776469,1.116449028,Short
8/6/02,1.052857,1.087857,1.005714,1.015,1.043469979,1.110392645,Short
8/7/02,1.073571,1.097143,1.025,1.077857,1.053503653,1.106885821,Short
8/8/02,1.092857,1.098571,1.055,1.055,1.066621435,1.105549743,Short
8/9/02,1.071429,1.089286,1.053571,1.089286,1.068223957,1.102300148,Short
8/12/02,1.070714,1.072857,1.049286,1.064286,1.069053971,1.099291944,Short
8/13/02,1.042143,1.086429,1.039286,1.064286,1.060083647,1.093849187,Short
8/14/02,1.083571,1.096429,1.038571,1.047857,1.067912765,1.092870312,Short
8/15/02,1.115,1.125,1.072143,1.089286,1.08360851,1.094977902,Short
8/16/02,1.129286,1.15,1.091429,1.103571,1.09883434,1.09824534,Long
8/19/02,1.141429,1.160714,1.122857,1.127143,1.11303256,1.102358069,Long
8/20/02,1.136429,1.149286,1.109286,1.140714,1.120831373,1.10560292,Long
8/21/02,1.151429,1.16,1.103571,1.143571,1.131030582,1.109967308,Long
8/22/02,1.140714,1.160714,1.118571,1.157143,1.134258388,1.112895565,Long
8/23/02,1.123571,1.137857,1.103571,1.135714,1.130695925,1.113912273,Long
8/26/02,1.109286,1.139286,1.082857,1.139286,1.123559284,1.113471675,Long
8/27/02,1.060714,1.124286,1.050714,1.122143,1.102610856,1.108447135,Short
8/28/02,1.05,1.08,1.046429,1.057143,1.085073904,1.102880741,Short
8/29/02,1.05,1.077143,1.036429,1.046429,1.073382603,1.09784448,Short
8/30/02,1.053571,1.081429,1.041429,1.052143,1.066778735,1.093627958,Short
9/3/02,1.003571,1.039286,1.003571,1.035,1.04570949,1.085051105,Short
9/4/02,1.034286,1.055714,1.012143,1.014286,1.04190166,1.080216333,Short
9/5/02,1.012857,1.025714,1.003571,1.015714,1.032220107,1.073801158,Short
9/6/02,1.027143,1.046429,1.016429,1.036429,1.030527738,1.069357524,Short
9/9/02,1.026429,1.037857,1.010714,1.02,1.029161492,1.065269093,Short
9/10/02,1.023571,1.035,1.008571,1.029286,1.027297995,1.061297846,Short
9/11/02,1.020714,1.042857,1.010714,1.024286,1.02510333,1.057432718,Short
9/12/02,1.01,1.036429,1.008571,1.014286,1.020068886,1.052915316,Short
9/13/02,1.012143,1.024286,1.003571,1.009286,1.017426924,1.049032239,Short
9/16/02,1.035714,1.043571,1.008571,1.01,1.023522616,1.047763835,Short
9/17/02,1.057143,1.073571,1.040714,1.040714,1.034729411,1.048657089,Short
9/18/02,1.072857,1.077857,1.037143,1.049286,1.047438607,1.050961842,Short
9/19/02,1.041429,1.057143,1.034286,1.053571,1.045435405,1.050053953,Short
9/20/02,1.062143,1.067143,1.037143,1.044286,1.051004603,1.05120529,Short
9/23/02,1.060714,1.068571,1.032143,1.054286,1.054241069,1.052110882,Long
9/24/02,1.045714,1.058571,1.028571,1.028571,1.051398713,1.051501655,Short
9/25/02,1.066429,1.083571,1.046429,1.049286,1.056408808,1.052923307,Long
9/26/02,1.05,1.085,1.039286,1.078571,1.054272539,1.052644897,Long
9/27/02,1.051429,1.060714,1.034286,1.035,1.053324693,1.052529097,Long
9/30/02,1.035714,1.040714,1.01,1.028571,1.047454462,1.050927659,Short
10/1/02,1.036429,1.042857,1,1.042143,1.043779308,1.049546835,Short
10/2/02,1.012143,1.045,1.007143,1.023571,1.033233872,1.045984565,Short
10/3/02,1.021429,1.042857,1.004286,1.012857,1.029298915,1.043645939,Short
10/4/02,1.002143,1.028571,0.999286,1.025714,1.020246943,1.039693278,Short
10/7/02,0.983571,1.015,0.982857,0.997857,1.008021629,1.0343483,Short
10/8/02,0.977143,0.997143,0.954286,0.992857,0.997728752,1.028900176,Short
10/9/02,0.970714,0.989286,0.957857,0.967143,0.988723835,1.023358635,Short
10/10/02,1.007857,1.015714,0.97,0.973571,0.995101557,1.021882289,Short
10/11/02,1.036429,1.055714,1.007143,1.017857,1.008877371,1.02326769,Short
10/14/02,1.055,1.07,1.031429,1.039286,1.024251581,1.026289815,Short
10/15/02,1.082857,1.089286,1.055714,1.087143,1.04378672,1.031677166,Long
10/16/02,1.04,1.080714,0.992857,1.061429,1.04252448,1.032469817,Long
10/17/02,1.007857,1.027143,0.998571,1.015,1.030968654,1.030125739,Long
10/18/02,1.024286,1.025,0.995,1,1.028741102,1.029569573,Short
10/21/02,1.04,1.045,1,1.018571,1.032494068,1.030562947,Long
10/22/02,1.05,1.062857,1.018571,1.033571,1.038329379,1.032414095,Long
10/23/02,1.062857,1.07,1.035714,1.045,1.046505253,1.035313419,Long
10/24/02,1.049286,1.086429,1.039286,1.072857,1.047432168,1.036644141,Long
10/25/02,1.101429,1.103571,1.042143,1.049286,1.065431112,1.042814128,Long
10/28/02,1.115,1.139286,1.089286,1.110714,1.081954075,1.049688973,Long
10/29/02,1.102857,1.134286,1.068571,1.112143,1.088921717,1.054752595,Long
10/30/02,1.141429,1.169286,1.105714,1.106429,1.106424144,1.06300749,Long
10/31/02,1.147857,1.174286,1.137143,1.142143,1.120235096,1.071088396,Long
11/1/02,1.168571,1.178571,1.135,1.138571,1.136347064,1.080372453,Long
11/4/02,1.206429,1.241429,1.167857,1.178571,1.159707709,1.092377839,Long
11/5/02,1.207143,1.211429,1.167857,1.196429,1.175519473,1.103307854,Long
11/6/02,1.23,1.237143,1.192857,1.22,1.193679649,1.115373773,Long
11/7/02,1.142857,1.221429,1.129286,1.21,1.176738766,1.117991223,Long
11/8/02,1.131429,1.157143,1.108571,1.143571,1.161635511,1.119271011,Long
11/11/02,1.082857,1.135,1.08,1.124286,1.135376007,1.11580301,Long
11/12/02,1.117143,1.145714,1.091429,1.094286,1.129298338,1.115930628,Long
11/13/02,1.113571,1.147857,1.091429,1.107143,1.124055892,1.115705902,Long
11/14/02,1.164286,1.172143,1.127143,1.135714,1.137465928,1.120332578,Long
11/15/02,1.139286,1.16,1.125714,1.159286,1.138072619,1.122137666,Long
11/18/02,1.117857,1.157143,1.108571,1.156429,1.131334079,1.121729983,Long
11/19/02,1.090714,1.125,1.072143,1.110714,1.117794053,1.11877608,Short
11/20/02,1.109286,1.121429,1.089286,1.092857,1.114958035,1.117872263,Short
11/21/02,1.167857,1.174286,1.125,1.135714,1.132591023,1.122632714,Long
11/22/02,1.143571,1.164286,1.135714,1.149286,1.136251016,1.124626837,Long
11/25/02,1.140714,1.152857,1.122143,1.145,1.137738677,1.126158947,Long
11/26/02,1.100714,1.135714,1.090714,1.132143,1.125397118,1.123735619,Long
11/27/02,1.122857,1.132857,1.103571,1.114286,1.124550412,1.123651941,Long
11/29/02,1.107143,1.134286,1.100714,1.127857,1.118747941,1.122079661,Short
12/2/02,1.084286,1.15,1.072143,1.135714,1.107260628,1.118480265,Short
12/3/02,1.082857,1.095714,1.078571,1.085714,1.099126085,1.115087573,Short
12/4/02,1.069286,1.085,1.035714,1.084286,1.08917939,1.110725518,Short
12/5/02,1.045,1.077143,1.037857,1.073571,1.074452927,1.104465945,Short
12/6/02,1.067857,1.085,1.037143,1.046429,1.072254284,1.100979379,Short
12/9/02,1.053571,1.067857,1.047857,1.067143,1.066026523,1.096464295,Short
12/10/02,1.091429,1.103571,1.052143,1.053571,1.074494015,1.095984743,Short
12/11/02,1.106429,1.106429,1.077143,1.092857,1.08513901,1.096979434,Short
12/12/02,1.085,1.110714,1.072143,1.107857,1.085092673,1.095838536,Short
12/13/02,1.056429,1.082143,1.046429,1.081429,1.075538116,1.092085247,Short
12/16/02,1.060714,1.078571,1.043571,1.057857,1.070596744,1.089097509,Short
12/17/02,1.077143,1.085,1.047143,1.060714,1.072778829,1.087958984,Short
12/18/02,1.040714,1.061429,1.035714,1.057143,1.062090553,1.083459462,Short
12/19/02,1.014286,1.065714,1.007143,1.037857,1.046155702,1.076871513,Short
12/20/02,1.01,1.04,0.984286,1.020714,1.034103801,1.070502798,Short
12/23/02,1.035,1.039286,1.008571,1.011429,1.034402534,1.067121579,Short
12/24/02,1.025714,1.033571,1.021429,1.031429,1.031506356,1.063178,Short
12/26/02,1.028571,1.057857,1.02,1.03,1.030527904,1.059882095,Short
12/27/02,1.004286,1.027143,1.000714,1.022143,1.021780603,1.054587229,Short
12/30/02,1.005,1.010714,0.988571,1.005714,1.016187068,1.049864636,Short
12/31/02,1.023571,1.025714,0.996429,1,1.018648379,1.04736048,Short
1/2/03,1.057143,1.065714,1.025,1.025714,1.031479919,1.048292149,Short
1/3/03,1.064286,1.066429,1.042143,1.057143,1.04241528,1.049815372,Short
1/6/03,1.064286,1.098571,1.062857,1.073571,1.04970552,1.051193527,Short
1/7/03,1.060714,1.071429,1.033571,1.056429,1.053375013,1.052100239,Long
1/8/03,1.039286,1.050714,1.031429,1.041429,1.048678675,1.050879835,Short
1/9/03,1.048571,1.065714,1.035714,1.044286,1.048642784,1.050659946,Short
1/10/03,1.051429,1.058571,1.035,1.041429,1.049571522,1.05073319,Short
1/13/03,1.045,1.064286,1.025714,1.064286,1.048047682,1.050187171,Short
1/14/03,1.043571,1.058571,1.035,1.049286,1.046555454,1.04955706,Short
1/15/03,1.030714,1.05,1.018571,1.042143,1.04127497,1.047762483,Short
1/16/03,1.044286,1.054286,1.015,1.015,1.042278646,1.047431389,Short
1/17/03,1.007143,1.04,1.005714,1.04,1.030566764,1.0435944,Short
1/21/03,1.001429,1.029286,1,1.015,1.020854176,1.039578647,Short
1/22/03,0.991429,1.010714,0.985714,0.998571,1.011045784,1.034992967,Short
1/23/03,1.012143,1.025714,0.996429,1.003571,1.011411523,1.032816779,Short
1/24/03,0.985714,1.017143,0.968571,1.017143,1.002845682,1.0283308,Short
1/27/03,1.009286,1.035714,0.975,0.977143,1.004992455,1.02651701,Short
1/28/03,1.041429,1.049286,1.011429,1.017143,1.01713797,1.027937199,Short
1/29/03,1.066429,1.078571,1.021429,1.039286,1.033568313,1.031603085,Long
1/30/03,1.022857,1.076429,1.020714,1.07,1.029997875,1.030770125,Short
1/31/03,1.025714,1.039286,1.003571,1.013571,1.028569917,1.030288589,Short
2/3/03,1.047143,1.065,1.025,1.029286,1.034760945,1.031893771,Long
2/4/03,1.042857,1.046429,1.022143,1.032143,1.03745963,1.032937888,Long
2/5/03,1.032143,1.066429,1.031429,1.050714,1.03568742,1.032862184,Long
2/6/03,1.030714,1.042143,1.015714,1.025714,1.034029613,1.032657595,Long
2/7/03,1.010714,1.042857,1.005,1.039286,1.026257742,1.030567729,Short
2/10/03,1.025,1.040714,1.004286,1.018571,1.025838495,1.030037469,Short
2/11/03,1.025,1.045,1.014286,1.035714,1.025558997,1.02955771,Short
2/12/03,1.027857,1.042857,1.019286,1.019286,1.026324998,1.029395738,Short
2/13/03,1.038571,1.045714,1.017143,1.029286,1.030406998,1.030269572,Long
2/14/03,1.047857,1.051429,1.025,1.043571,1.036223666,1.031944565,Long
2/18/03,1.090714,1.092857,1.051429,1.053571,1.05438711,1.037541654,Long
2/19/03,1.060714,1.082143,1.048571,1.076429,1.056496074,1.039748545,Long
2/20/03,1.055,1.068571,1.050714,1.060714,1.055997382,1.041201064,Long
2/21/03,1.071429,1.075714,1.046429,1.058571,1.061141255,1.044079915,Long
2/24/03,1.052857,1.073571,0.985714,1.061429,1.058379837,1.044915828,Long
2/25/03,1.072857,1.077143,1.041429,1.048571,1.063205558,1.047576892,Long
2/26/03,1.035714,1.072857,1.034286,1.070714,1.054041705,1.046447093,Long
2/27/03,1.061429,1.071429,1.036429,1.040714,1.056504137,1.047873941,Long
2/28/03,1.072143,1.077857,1.055,1.061429,1.061717091,1.05018528,Long
3/3/03,1.046429,1.082857,1.039286,1.072143,1.056621061,1.049827539,Long
3/4/03,1.04,1.057857,1.031429,1.052857,1.051080707,1.048891583,Long
3/5/03,1.044286,1.057143,1.037143,1.043571,1.048815805,1.048452956,Long
3/6/03,1.04,1.042857,1.028571,1.041429,1.045877203,1.047647913,Short
3/7/03,1.037857,1.050714,1.022143,1.033571,1.043203802,1.046715445,Short
3/10/03,1.026429,1.047857,1.021429,1.036429,1.037612201,1.044783402,Short
3/11/03,1.016429,1.035,1.008571,1.025714,1.030551134,1.042082983,Short
3/12/03,1.015714,1.027857,1.004286,1.012143,1.025605423,1.039571651,Short
3/13/03,1.051429,1.057143,1.012143,1.033571,1.034213282,1.040700923,Short
3/14/03,1.055714,1.072143,1.045714,1.048571,1.041380188,1.04213074,Short
3/17/03,1.072143,1.076429,1.050714,1.063571,1.051634459,1.04498905,Long
3/18/03,1.071429,1.077857,1.058571,1.071429,1.058232639,1.047507141,Long
3/19/03,1.067857,1.082143,1.056429,1.076429,1.061440759,1.049445222,Long
3/20/03,1.065,1.070714,1.042857,1.066429,1.062627173,1.05092663,Long
3/21/03,1.071429,1.082143,1.058571,1.077857,1.065561115,1.052879236,Long
3/24/03,1.026429,1.057143,1.025,1.047857,1.052517077,1.050360166,Long
3/25/03,1.039286,1.059286,1.026429,1.029286,1.048106718,1.049305484,Short
3/26/03,1.029286,1.04,1.021429,1.039286,1.041833145,1.047398866,Short
3/27/03,1.035,1.05,1.022857,1.022857,1.03955543,1.046218022,Short
3/28/03,1.040714,1.044286,1.026429,1.028571,1.03994162,1.045693829,Short
3/31/03,1.01,1.037857,1.002857,1.023571,1.02996108,1.042294417,Short
4/1/03,1.011429,1.022143,1.005,1.014286,1.02378372,1.039354854,Short
4/2/03,1.042857,1.049286,1.019286,1.025714,1.03014148,1.039688391,Short
4/3/03,1.032857,1.05,1.025,1.04,1.031046653,1.039037783,Short
4/4/03,1.029286,1.047857,1.027857,1.037143,1.030459769,1.038109041,Short
4/7/03,1.035,1.067857,1.029286,1.060714,1.031973179,1.037812942,Short
4/8/03,1.032143,1.046429,1.025714,1.036429,1.032029786,1.037272948,Short
4/9/03,1.013571,1.044286,1.01,1.037143,1.025876857,1.035015619,Short
4/10/03,1.026429,1.027857,1.014286,1.014286,1.026060905,1.034197846,Short
4/11/03,0.942857,1.031429,0.923571,1.003571,0.99832627,1.025498718,Short
4/14/03,0.97,0.982143,0.964286,0.979286,0.98888418,1.020213126,Short
4/15/03,0.956429,0.971429,0.95,0.970714,0.978065787,1.014138447,Short
4/16/03,0.945714,0.976429,0.922857,0.927857,0.967281858,1.007621833,Short
4/17/03,0.937143,0.946429,0.908571,0.942857,0.957235572,1.000909563,Short
4/21/03,0.938571,0.942143,0.927143,0.937857,0.951014048,0.994972557,Short
4/22/03,0.965,0.972857,0.935,0.941429,0.955676032,0.992118028,Short
4/23/03,0.97,0.973571,0.954286,0.966429,0.960450688,0.990011549,Short
4/24/03,0.96,0.972143,0.928571,0.965714,0.960300459,0.987153306,Short
4/25/03,0.953571,0.97,0.945,0.961429,0.958057306,0.983954991,Short
4/28/03,0.99,0.997143,0.959286,0.962857,0.968704871,0.984530707,Short
4/29/03,1.004286,1.011429,0.97,0.998571,0.980565247,0.986412163,Short
4/30/03,1.015714,1.025,0.989286,0.995,0.992281498,0.989202814,Long
5/1/03,1.025714,1.027857,1,1.017857,1.003425665,0.99268007,Long
5/2/03,1.032143,1.042143,1.024286,1.032857,1.01299811,0.996438444,Long
5/5/03,1.149286,1.205714,1.053571,1.055,1.058427407,1.010995354,Long
5/6/03,1.25,1.278571,1.15,1.151429,1.122284938,1.033757702,Long
5/7/03,1.260714,1.302857,1.222143,1.237857,1.168427959,1.055372587,Long
5/8/03,1.285714,1.290714,1.235,1.264286,1.207523306,1.077309865,Long
5/9/03,1.307143,1.314286,1.277143,1.309286,1.24072987,1.099198735,Long
5/12/03,1.325714,1.338571,1.295,1.296429,1.269057914,1.120771617,Long
5/13/03,1.333571,1.355,1.282143,1.316429,1.290562276,1.141038225,Long
5/14/03,1.325,1.345714,1.316429,1.345,1.302041517,1.158558394,Long
5/15/03,1.337857,1.346429,1.319286,1.328571,1.313980011,1.175634452,Long
5/16/03,1.342857,1.357857,1.305714,1.327857,1.323605674,1.191560409,Long
5/19/03,1.292857,1.332143,1.29,1.323571,1.313356116,1.201207703,Long
5/20/03,1.270714,1.297143,1.257143,1.292857,1.299142077,1.20782735,Long
5/21/03,1.275,1.292143,1.262143,1.270714,1.291094718,1.214224746,Long
5/22/03,1.302857,1.314286,1.267143,1.277857,1.295015479,1.222665913,Long
5/23/03,1.308571,1.318571,1.282857,1.300714,1.299533986,1.23084735,Long
5/27/03,1.348571,1.35,1.279286,1.282857,1.315879657,1.242059126,Long
5/28/03,1.305714,1.332857,1.296429,1.321429,1.312491105,1.248121495,Long
5/29/03,1.292857,1.321429,1.278571,1.306429,1.305946403,1.252382019,Long
5/30/03,1.282143,1.298571,1.252143,1.294286,1.298011935,1.255216398,Long
6/2/03,1.246429,1.306429,1.233571,1.292857,1.280817624,1.254379503,Long
6/3/03,1.236429,1.262143,1.215714,1.245714,1.266021416,1.252669931,Long
6/4/03,1.257143,1.270714,1.224286,1.235714,1.263061944,1.253095938,Long
6/5/03,1.26,1.267143,1.237857,1.246429,1.262041296,1.253753468,Long
6/6/03,1.225,1.288571,1.224286,1.267143,1.249694197,1.251015042,Short
6/9/03,1.199286,1.217143,1.187857,1.21,1.232891465,1.246088467,Short
6/10/03,1.227143,1.235,1.196429,1.206429,1.23097531,1.244284137,Short
6/11/03,1.246429,1.250714,1.200714,1.225,1.23612654,1.244488409,Short
6/12/03,1.269286,1.277143,1.246429,1.253571,1.247179693,1.246850085,Long
